Job_ID,Job_Title,Job_Family,Job_Subfamily,Career_Track,Band,Band_Number,Grade,FLSA_Classification,EEO_Category,Pay_Range_Min_USD,Pay_Range_Mid_USD,Pay_Range_Max_USD,Bonus_Target_Pct,Equity_Eligible,Remote_Eligible,Span_Of_Control_Min,Span_Of_Control_Max,Typical_Years_In_Role,Succession_Critical,External_Benchmark_Source,Market_Positioning,Headcount_Current,Headcount_Target,Open_Requisitions,Last_Reviewed_Date,Job_Architecture_Version
JOB-2615,Group PM,Product,Product - Specialist,Individual Contributor,Band 6 - Principal,6,G6A,Exempt,Professionals,192185,223450,254716,5,Yes,Yes,0,0,6,Yes,Aon Hewitt,50th Percentile,290,252,9,2025-07-28,JA-2026.1
JOB-2616,HR Coordinator,People & HR,People & HR - Specialist,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Technicians,43230,52985,62741,20,Yes,No,0,0,1,No,Mercer,50th Percentile,188,167,16,2025-05-20,JA-2026.1
JOB-2617,Software Engineer,Engineering,Engineering - Specialist,Individual Contributor,Band 1 - Entry,1,G1A,Non-Exempt,Administrative Support,45480,54545,63611,10,Yes,Yes,0,0,2,Yes,Willis Towers Watson,75th Percentile,213,446,25,2025-12-25,JA-2026.1
JOB-2618,Process Improvement Specialist,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Managers,456209,769242,1082275,0,Yes,Yes,5,8,6,Yes,Radford,75th Percentile,275,469,22,2025-07-10,JA-2026.1
JOB-2619,HR Coordinator,People & HR,People & HR - Specialist,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Technicians,46996,53492,59989,20,Yes,No,0,0,1,No,Mercer,50th Percentile,371,251,9,2025-05-20,JA-2026.1
JOB-2620,Analytics Manager,Data Science,Data Science - Specialist,Management,Band 7 - Director,7,G7C,Exempt,Administrative Support,243440,309682,375925,20,Yes,Yes,3,20,4,Yes,Aon Hewitt,50th Percentile,171,18,6,2025-03-07,JA-2026.1
JOB-2621,Legal Counsel,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 5 - Lead,5,G5A,Exempt,Officials & Managers,153368,177505,201643,5,Yes,No,0,0,3,No,Culpepper,75th Percentile,116,269,10,2025-11-10,JA-2026.1
JOB-2622,Senior Financial Analyst,Finance,Finance - Operations,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Technicians,60828,70181,79534,10,No,Yes,0,0,2,No,Mercer,75th Percentile,48,144,21,2025-10-06,JA-2026.1
JOB-2623,CX Specialist,Customer Experience,Customer Experience - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Professionals,47182,55721,64260,15,No,No,0,0,4,No,Mercer,75th Percentile,92,283,21,2025-08-08,JA-2026.1
JOB-2624,Regional Sales Director,Sales,Sales - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Administrative Support,466966,890511,1314057,20,Yes,Yes,5,11,1,Yes,Mercer,65th Percentile,235,361,21,2025-11-03,JA-2026.1
JOB-2625,Director Sales,Sales,Sales - Specialist,Management,Band 6 - Principal,6,G6B,Exempt,Administrative Support,181414,233838,286262,25,Yes,Hybrid,5,19,3,No,Mercer,75th Percentile,87,69,19,2025-06-08,JA-2026.1
JOB-2626,HR Manager,People & HR,People & HR - Core,Management,Band 5 - Lead,5,G5B,Exempt,Professionals,149948,175532,201116,15,Yes,No,3,10,2,No,Willis Towers Watson,65th Percentile,28,105,8,2025-07-23,JA-2026.1
JOB-2627,Group PM,Product,Product - Specialist,Individual Contributor,Band 6 - Principal,6,G6A,Exempt,Professionals,200482,245055,289628,5,Yes,Yes,0,0,6,Yes,Aon Hewitt,50th Percentile,156,398,24,2025-07-28,JA-2026.1
JOB-2628,FP&A Analyst,Finance,Finance - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Administrative Support,543920,865397,1186874,20,Yes,Yes,6,9,6,Yes,Radford,65th Percentile,58,225,22,2025-06-14,JA-2026.1
JOB-2629,Senior Sales Manager,Sales,Sales - Core,Management,Band 5 - Lead,5,G5B,Exempt,Professionals,153252,182464,211676,20,Yes,Yes,5,9,1,No,Willis Towers Watson,75th Percentile,300,418,22,2025-07-10,JA-2026.1
JOB-2630,Sales Engineer,Sales,Sales - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Technicians,524261,917391,1310521,0,Yes,Yes,4,8,3,Yes,Willis Towers Watson,65th Percentile,363,486,7,2025-05-28,JA-2026.1
JOB-2631,COO,Operations,Operations - Core,Individual Contributor,Band 7 - Director,7,G7B,Exempt,Technicians,235362,309372,383382,40,Yes,Yes,0,0,4,Yes,Willis Towers Watson,50th Percentile,239,283,6,2025-03-06,JA-2026.1
JOB-2632,Senior Data Analyst,Data Science,Data Science - Specialist,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Administrative Support,60435,74159,87883,20,No,No,0,0,5,Yes,Willis Towers Watson,65th Percentile,166,198,21,2025-12-04,JA-2026.1
JOB-2633,Senior Operations Manager,Operations,Operations - Specialist,Management,Band 4 - Senior,4,G4C,Exempt,Administrative Support,100651,132459,164267,30,No,No,5,9,2,No,Mercer,50th Percentile,76,480,5,2025-01-03,JA-2026.1
JOB-2634,SVP Finance,Finance,Finance - Core,Management,Band 7 - Director,7,G7A,Exempt,Technicians,245640,300487,355334,25,Yes,Hybrid,3,18,1,Yes,Aon Hewitt,50th Percentile,55,141,19,2025-12-21,JA-2026.1
JOB-2635,Analytics Manager,Data Science,Data Science - Specialist,Management,Band 7 - Director,7,G7C,Exempt,Administrative Support,250494,297198,343902,20,Yes,Yes,3,20,4,Yes,Aon Hewitt,50th Percentile,198,61,13,2025-03-07,JA-2026.1
JOB-2636,Lead Data Scientist,Data Science,Data Science - Core,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Managers,152317,169583,186850,10,Yes,No,0,0,2,No,Aon Hewitt,65th Percentile,384,327,14,2025-11-14,JA-2026.1
JOB-2637,Director CX,Customer Experience,Customer Experience - Operations,Management,Band 5 - Lead,5,G5B,Exempt,Managers,151637,168393,185149,5,Yes,Hybrid,4,19,3,No,Culpepper,50th Percentile,397,191,19,2025-04-13,JA-2026.1
JOB-2638,Chief Data Officer,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Professionals,486606,885253,1283900,20,Yes,Yes,5,14,3,Yes,Mercer,50th Percentile,292,222,22,2025-01-19,JA-2026.1
JOB-2639,Senior Finance Manager,Finance,Finance - Core,Management,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,120940,134184,147428,0,No,Yes,3,18,3,Yes,Willis Towers Watson,75th Percentile,364,272,13,2025-09-29,JA-2026.1
JOB-2640,VP Engineering,Engineering,Engineering - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Managers,538131,878500,1218870,10,Yes,Yes,5,8,5,Yes,Radford,65th Percentile,391,148,0,2025-06-22,JA-2026.1
JOB-2641,Director Marketing,Marketing,Marketing - Specialist,Management,Band 6 - Principal,6,G6C,Exempt,Technicians,178785,225531,272277,40,Yes,Hybrid,4,11,3,Yes,Culpepper,50th Percentile,358,139,17,2025-09-22,JA-2026.1
JOB-2642,HR Manager,People & HR,People & HR - Core,Management,Band 5 - Lead,5,G5B,Exempt,Professionals,154848,183358,211869,15,Yes,No,3,10,2,No,Willis Towers Watson,65th Percentile,130,460,11,2025-07-23,JA-2026.1
JOB-2643,Operations Manager,Operations,Operations - Core,Management,Band 3 - Mid,3,G3C,Exempt,Managers,86963,98973,110984,5,No,Yes,5,14,2,Yes,Radford,50th Percentile,331,179,0,2025-07-20,JA-2026.1
JOB-2644,Sales Development Rep,Sales,Sales - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Technicians,45292,58091,70891,5,No,Yes,0,0,1,Yes,Culpepper,75th Percentile,198,482,3,2025-04-23,JA-2026.1
JOB-2645,Director HR,People & HR,People & HR - Core,Management,Band 7 - Director,7,G7B,Exempt,Technicians,239470,327796,416122,25,Yes,Hybrid,5,20,1,Yes,Aon Hewitt,65th Percentile,16,161,18,2025-03-19,JA-2026.1
JOB-2646,Senior CX Manager,Customer Experience,Customer Experience - Core,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,109250,131353,153457,0,No,Hybrid,5,10,4,No,Culpepper,50th Percentile,102,370,0,2025-04-11,JA-2026.1
JOB-2647,Senior Marketing Specialist,Marketing,Marketing - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Professionals,78490,97855,117221,0,No,Hybrid,0,0,2,Yes,Willis Towers Watson,50th Percentile,223,272,25,2025-06-08,JA-2026.1
JOB-2648,Senior Data Scientist,Data Science,Data Science - Core,Individual Contributor,Band 4 - Senior,4,G4C,Exempt,Technicians,115373,129426,143479,20,No,Yes,0,0,4,No,Aon Hewitt,50th Percentile,375,131,0,2025-04-14,JA-2026.1
JOB-2649,Sales Engineer,Sales,Sales - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Technicians,469866,809513,1149161,0,Yes,Yes,4,8,3,Yes,Willis Towers Watson,65th Percentile,131,72,25,2025-05-28,JA-2026.1
JOB-2650,Brand Strategist,Marketing,Marketing - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,526250,817033,1107817,15,Yes,Yes,3,13,1,Yes,Mercer,65th Percentile,199,494,6,2025-01-22,JA-2026.1
JOB-2651,Senior Marketing Manager,Marketing,Marketing - Core,Management,Band 5 - Lead,5,G5B,Exempt,Officials & Managers,148204,166629,185055,30,Yes,Yes,5,17,4,Yes,Culpepper,65th Percentile,278,248,23,2025-09-14,JA-2026.1
JOB-2652,VP People,People & HR,People & HR - Operations,Executive,Band 8 - VP,8,G8C,Exempt,Professionals,353447,449637,545828,20,Yes,No,6,16,6,Yes,Mercer,50th Percentile,145,182,16,2025-04-19,JA-2026.1
JOB-2653,Chief People Officer,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Managers,532234,849812,1167390,10,Yes,Yes,6,8,5,Yes,Radford,50th Percentile,28,479,15,2025-06-03,JA-2026.1
JOB-2654,Distinguished Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Technicians,149968,171586,193205,0,Yes,Yes,0,0,1,Yes,Aon Hewitt,75th Percentile,309,428,7,2025-08-06,JA-2026.1
JOB-2655,HR Coordinator,People & HR,People & HR - Specialist,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Technicians,42988,54453,65918,20,Yes,No,0,0,1,No,Mercer,50th Percentile,12,25,3,2025-05-20,JA-2026.1
JOB-2656,Growth Analyst,Marketing,Marketing - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Managers,470460,876516,1282572,40,Yes,Hybrid,4,13,2,Yes,Radford,75th Percentile,192,409,10,2025-12-11,JA-2026.1
JOB-2657,Compliance Analyst,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Officials & Managers,79823,101923,124024,10,Yes,Hybrid,0,0,1,No,Willis Towers Watson,50th Percentile,328,386,23,2025-07-13,JA-2026.1
JOB-2658,Engineering Manager,Engineering,Engineering - Operations,Management,Band 6 - Principal,6,G6A,Exempt,Technicians,176958,213150,249343,20,Yes,Yes,6,13,2,No,Mercer,50th Percentile,269,174,22,2025-05-12,JA-2026.1
JOB-2659,Senior Finance Manager,Finance,Finance - Core,Management,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,103951,123115,142280,0,No,Yes,3,18,3,Yes,Willis Towers Watson,75th Percentile,205,180,18,2025-09-29,JA-2026.1
JOB-2660,HR Business Partner,People & HR,People & HR - Operations,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Professionals,59255,70250,81246,15,Yes,Hybrid,0,0,6,Yes,Radford,75th Percentile,48,161,5,2025-10-07,JA-2026.1
JOB-2661,Marketing Specialist,Marketing,Marketing - Operations,Individual Contributor,Band 2 - Junior,2,G2A,Exempt,Professionals,54918,70585,86253,5,Yes,No,0,0,2,No,Culpepper,75th Percentile,93,74,14,2025-06-14,JA-2026.1
JOB-2662,Sales Development Rep,Sales,Sales - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Technicians,49374,56864,64355,5,No,Yes,0,0,1,Yes,Culpepper,75th Percentile,366,106,10,2025-04-23,JA-2026.1
JOB-2663,VP Legal,Legal & Compliance,Legal & Compliance - Specialist,Executive,Band 8 - VP,8,G8B,Exempt,Professionals,366694,475206,583718,10,Yes,Yes,3,9,4,Yes,Mercer,75th Percentile,300,485,8,2025-10-19,JA-2026.1
JOB-2664,Senior CX Manager,Customer Experience,Customer Experience - Core,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,114595,127598,140602,0,No,Hybrid,5,10,4,No,Culpepper,50th Percentile,160,105,18,2025-04-11,JA-2026.1
JOB-2665,VP Customer Success,Customer Experience,Customer Experience - Core,Management,Band 6 - Principal,6,G6C,Exempt,Administrative Support,171486,217326,263167,25,Yes,Yes,6,9,3,No,Mercer,50th Percentile,212,223,5,2025-03-03,JA-2026.1
JOB-2666,Financial Analyst,Finance,Finance - Specialist,Individual Contributor,Band 1 - Entry,1,G1B,Exempt,Technicians,47248,56591,65935,40,Yes,Hybrid,0,0,5,Yes,Mercer,75th Percentile,378,318,4,2025-02-21,JA-2026.1
JOB-2667,Onboarding Specialist,Customer Experience,Customer Experience - Operations,Executive,Band 8 - VP,8,G8A,Exempt,Administrative Support,335060,454656,574253,40,Yes,No,5,19,5,Yes,Willis Towers Watson,75th Percentile,160,445,7,2025-08-26,JA-2026.1
JOB-2668,HR Manager,People & HR,People & HR - Core,Management,Band 5 - Lead,5,G5B,Exempt,Professionals,133077,168348,203620,15,Yes,No,3,10,2,No,Willis Towers Watson,65th Percentile,220,311,8,2025-07-23,JA-2026.1
JOB-2669,Logistics Manager,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,472497,885932,1299367,40,Yes,Yes,4,19,1,Yes,Culpepper,50th Percentile,72,365,9,2025-03-06,JA-2026.1
JOB-2670,CX Manager,Customer Experience,Customer Experience - Core,Management,Band 3 - Mid,3,G3C,Exempt,Professionals,73834,99226,124619,10,Yes,Yes,5,14,1,Yes,Radford,50th Percentile,346,366,16,2025-03-05,JA-2026.1
JOB-2671,Senior Data Analyst,Data Science,Data Science - Specialist,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Administrative Support,57138,67553,77969,20,No,No,0,0,5,Yes,Willis Towers Watson,65th Percentile,174,442,14,2025-12-04,JA-2026.1
JOB-2672,VP Product,Product,Product - Operations,Executive,Band 8 - VP,8,G8A,Exempt,Technicians,326717,416634,506552,30,Yes,No,5,12,6,Yes,Mercer,75th Percentile,204,207,0,2025-10-19,JA-2026.1
JOB-2673,Sales Engineer,Sales,Sales - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Technicians,464510,787866,1111222,0,Yes,Yes,4,8,3,Yes,Willis Towers Watson,65th Percentile,18,176,10,2025-05-28,JA-2026.1
JOB-2674,Chief Data Officer,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Professionals,548392,927144,1305897,20,Yes,Yes,5,14,3,Yes,Mercer,50th Percentile,144,46,19,2025-01-19,JA-2026.1
JOB-2675,Chief Product Officer,Product,Product - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Technicians,501521,902510,1303499,40,Yes,No,6,10,4,Yes,Culpepper,65th Percentile,52,309,0,2025-08-17,JA-2026.1
JOB-2676,Talent Acquisition Specialist,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,461015,790038,1119062,30,Yes,Yes,3,18,1,Yes,Culpepper,65th Percentile,166,107,10,2025-03-26,JA-2026.1
JOB-2677,Director Operations,Operations,Operations - Specialist,Management,Band 5 - Lead,5,G5B,Exempt,Managers,151865,168171,184477,15,Yes,Yes,5,12,4,Yes,Mercer,75th Percentile,94,249,20,2025-12-26,JA-2026.1
JOB-2678,Data Analyst,Data Science,Data Science - Operations,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Managers,42660,52437,62214,5,No,Yes,0,0,6,Yes,Aon Hewitt,65th Percentile,232,277,23,2025-08-13,JA-2026.1
JOB-2679,Operations Manager,Operations,Operations - Core,Management,Band 3 - Mid,3,G3C,Exempt,Managers,85453,104495,123537,5,No,Yes,5,14,2,Yes,Radford,50th Percentile,103,142,10,2025-07-20,JA-2026.1
JOB-2680,General Counsel,Legal & Compliance,Legal & Compliance - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Professionals,452494,879289,1306084,5,Yes,Yes,5,20,4,Yes,Mercer,50th Percentile,112,92,0,2025-02-09,JA-2026.1
JOB-2681,VP Sales,Sales,Sales - Operations,Management,Band 7 - Director,7,G7A,Exempt,Professionals,270337,309770,349204,40,Yes,Yes,3,18,2,Yes,Radford,65th Percentile,2,348,8,2025-05-06,JA-2026.1
JOB-2682,Sales Engineer,Sales,Sales - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Technicians,531096,871258,1211421,0,Yes,Yes,4,8,3,Yes,Willis Towers Watson,65th Percentile,3,160,1,2025-05-28,JA-2026.1
JOB-2683,FP&A Analyst,Finance,Finance - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Administrative Support,519472,891675,1263878,20,Yes,Yes,6,9,6,Yes,Radford,65th Percentile,68,260,16,2025-06-14,JA-2026.1
JOB-2684,Senior Counsel,Legal & Compliance,Legal & Compliance - Core,Individual Contributor,Band 6 - Principal,6,G6B,Exempt,Administrative Support,184121,220366,256612,25,Yes,Yes,0,0,3,No,Radford,75th Percentile,286,290,6,2025-03-03,JA-2026.1
JOB-2685,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,45801,56150,66499,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,344,457,18,2025-10-01,JA-2026.1
JOB-2686,VP Product,Product,Product - Operations,Executive,Band 8 - VP,8,G8A,Exempt,Technicians,364361,462666,560972,30,Yes,No,5,12,6,Yes,Mercer,75th Percentile,323,419,20,2025-10-19,JA-2026.1
JOB-2687,VP Marketing,Marketing,Marketing - Core,Management,Band 7 - Director,7,G7A,Exempt,Administrative Support,252027,314146,376266,30,Yes,Yes,3,13,6,Yes,Aon Hewitt,75th Percentile,316,247,8,2025-08-05,JA-2026.1
JOB-2688,Senior Marketing Specialist,Marketing,Marketing - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Professionals,85009,98428,111847,0,No,Hybrid,0,0,2,Yes,Willis Towers Watson,50th Percentile,324,70,23,2025-06-08,JA-2026.1
JOB-2689,Compliance Analyst,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Officials & Managers,86677,98844,111011,10,Yes,Hybrid,0,0,1,No,Willis Towers Watson,50th Percentile,38,253,22,2025-07-13,JA-2026.1
JOB-2690,Product Operations Manager,Product,Product - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Professionals,515809,860400,1204992,40,Yes,Yes,6,11,1,Yes,Willis Towers Watson,65th Percentile,331,109,11,2025-06-10,JA-2026.1
JOB-2691,Director HR,People & HR,People & HR - Core,Management,Band 7 - Director,7,G7B,Exempt,Technicians,225820,315921,406022,25,Yes,Hybrid,5,20,1,Yes,Aon Hewitt,65th Percentile,74,337,7,2025-03-19,JA-2026.1
JOB-2692,VP Finance,Finance,Finance - Specialist,Management,Band 6 - Principal,6,G6A,Exempt,Technicians,179721,231724,283728,5,Yes,No,3,13,3,No,Mercer,75th Percentile,375,185,21,2025-01-15,JA-2026.1
JOB-2693,Chief Product Officer,Product,Product - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Technicians,470220,831145,1192071,40,Yes,No,6,10,4,Yes,Culpepper,65th Percentile,56,121,16,2025-08-17,JA-2026.1
JOB-2694,Financial Analyst,Finance,Finance - Specialist,Individual Contributor,Band 1 - Entry,1,G1B,Exempt,Technicians,45593,53772,61951,40,Yes,Hybrid,0,0,5,Yes,Mercer,75th Percentile,85,464,24,2025-02-21,JA-2026.1
JOB-2695,COO,Operations,Operations - Core,Individual Contributor,Band 7 - Director,7,G7B,Exempt,Technicians,251479,307127,362776,40,Yes,Yes,0,0,4,Yes,Willis Towers Watson,50th Percentile,211,290,6,2025-03-06,JA-2026.1
JOB-2696,Marketing Manager,Marketing,Marketing - Core,Management,Band 4 - Senior,4,G4B,Exempt,Officials & Managers,113382,135810,158239,5,Yes,Hybrid,5,12,6,Yes,Willis Towers Watson,75th Percentile,92,94,22,2025-11-06,JA-2026.1
JOB-2697,Director Product,Product,Product - Core,Management,Band 7 - Director,7,G7B,Exempt,Professionals,266648,322165,377683,10,Yes,Yes,3,9,6,Yes,Aon Hewitt,65th Percentile,90,72,15,2025-06-23,JA-2026.1
JOB-2698,Principal HRBP,People & HR,People & HR - Specialist,Technical Specialist,Band 4 - Senior,4,G4C,Exempt,Officials & Managers,104258,132220,160183,15,No,Yes,0,0,6,Yes,Mercer,65th Percentile,53,106,12,2025-01-07,JA-2026.1
JOB-2699,VP Customer Success,Customer Experience,Customer Experience - Core,Management,Band 6 - Principal,6,G6C,Exempt,Administrative Support,177465,219776,262087,25,Yes,Yes,6,9,3,No,Mercer,50th Percentile,221,180,14,2025-03-03,JA-2026.1
JOB-2700,General Counsel,Legal & Compliance,Legal & Compliance - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Professionals,473268,787344,1101421,5,Yes,Yes,5,20,4,Yes,Mercer,50th Percentile,30,114,7,2025-02-09,JA-2026.1
JOB-2701,Distinguished Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Technicians,136968,161480,185993,0,Yes,Yes,0,0,1,Yes,Aon Hewitt,75th Percentile,157,96,9,2025-08-06,JA-2026.1
JOB-2702,VP Marketing,Marketing,Marketing - Core,Management,Band 7 - Director,7,G7A,Exempt,Administrative Support,254850,309904,364958,30,Yes,Yes,3,13,6,Yes,Aon Hewitt,75th Percentile,117,356,3,2025-08-05,JA-2026.1
JOB-2703,Account Executive,Sales,Sales - Core,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Professionals,57775,72868,87962,0,Yes,Yes,0,0,2,Yes,Culpepper,50th Percentile,339,268,3,2025-01-04,JA-2026.1
JOB-2704,Product Operations Manager,Product,Product - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Professionals,477624,897317,1317011,40,Yes,Yes,6,11,1,Yes,Willis Towers Watson,65th Percentile,259,224,5,2025-06-10,JA-2026.1
JOB-2705,Chief People Officer,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Managers,459962,856643,1253325,10,Yes,Yes,6,8,5,Yes,Radford,50th Percentile,321,179,18,2025-06-03,JA-2026.1
JOB-2706,VP Product,Product,Product - Operations,Executive,Band 8 - VP,8,G8A,Exempt,Technicians,349416,444115,538815,30,Yes,No,5,12,6,Yes,Mercer,75th Percentile,98,371,18,2025-10-19,JA-2026.1
JOB-2707,Logistics Manager,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,520263,872142,1224021,40,Yes,Yes,4,19,1,Yes,Culpepper,50th Percentile,182,426,7,2025-03-06,JA-2026.1
JOB-2708,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,44596,55722,66849,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,1,466,6,2025-10-01,JA-2026.1
